id,sentence,num_aspect_terms,aspect_terms,at_polarity
35695422#1464305#1,क्या शानदार surprise है!,0,[],[]
32935729#785247#8,इस place का मुख्य draw price है।,1,['price'],['positive']
35390148#588852#4,इस तरह की service के hope के साथ business में कैसे रहेंगे।,1,['service'],['negative']
32405935#675215#1,"लेकिन यहाँ का dinner कभी disappointing नहीं रहा, जबकि prices थोड़ा ज्यादा है।",2,"['dinner', 'prices']","['positive', 'negative']"
32895093#418997#1,"ना केवल उनके पास amazing, sandwiches, soup, pizza आदि है, लेकिन उनके homemade sorbets इस world से अलग हैं।",4,"['sandwiches', 'soup', 'pizza', 'homemade sorbets']","['positive', 'positive', 'positive', 'positive']"
35393630#1095759#1,"Homemade Guacamole, अविश्वासी entree, और सबसे amazing deserts है।",3,"['Homemade Guacamole', 'entree', 'deserts']","['positive', 'positive', 'positive']"
11461396#699654#0,Sushi उचित रूप से priced और fresh है।,2,"['Sushi', 'priced']","['positive', 'positive']"
32485393#1022496#1,"यह fuss नहीं, बल्कि fast और delicious है।",0,[],[]
35869867#649564#3,Deserts के लिए room save करें - वे मरने को हैं।,1,['Deserts'],['positive']
32408649#945413#2,Grill से सबसे अच्छी चीज़ order करने के लिए (Churrasco और Ribs) है।,3,"['Grill', 'Churrasco', 'Ribs']","['positive', 'positive', 'positive']"
35196520#758440#0,Traditional Italian items शानदार हैं - सस्ते और आरामदायक setting में served किये गये हैं।,3,"['Traditional Italian items', 'setting', 'served']","['positive', 'positive', 'positive']"
33085669#409731#7,जहां आप iced blended mocha या hot white mocha लेते है आप बहुत ही खुश होते हैं।,2,"['iced blended mocha', 'hot white mocha']","['positive', 'positive']"
33068909#1189415#1,पिछले Tuesday एक friend के साथ late lunch के लिए।,1,['late lunch'],['neutral']
32891589#573560#3,यह delish था और मैं इसे खाकर bad feel नहीं किया।,0,[],[]
32894416#1193614#4,दूसरे friend को parmesan cheese के लिए 3 times पूछना पड़ा था।,1,['parmesan cheese'],['neutral']
35177381#521555#1,"हमारी waitress ने कभी किसी food के लिए कोई apparently कोशिश नहीं की, और कोई भी किसी प्रकार का wine recommend करने वाला नहीं था।",3,"['waitress', 'food', 'wine']","['negative', 'neutral', 'neutral']"
15094232#1295193#3,"Service थोड़ा slow था और portions थोड़ा छोटा था इसलिए यदि तुम hungry और rush में हो, यह place तुम्हारे लिए नहीं है।",2,"['Service', 'portions']","['negative', 'negative']"
35701425#1155856#4,मुझे bar में कुछ minutes मेरे friend के लिए wait करना है।,1,['bar'],['neutral']
35816071#637243#1,"Chef Vincenzo, यदि आपको वह चाहिए तो वहाँ हमेशा हैं, एक real talent है और एक real Roman है।",1,['Chef'],['positive']
33069536#707145#4,"यदि आप कुछ great Indian food को taste करने का सोच रहे हैं और अच्छी service चाहते हैं, तो Curry Leaf पक्का visit करें।",2,"['Indian food', 'service']","['positive', 'positive']"
35158451#1089920#4,Quality of the meat आपके local grocery store के लगभग बराबर थी।,1,['Quality of the meat'],['negative']
32894966#1727613#2,वे smoothies और fresh juices में specialize थी।,2,"['smoothies', 'fresh juices']","['positive', 'positive']"
35714274#1076679#3,"यह सबसे पहले well done आया, और मैंने इसे politely वापस भेजा।",0,[],[]
11351587#1488758#7,"मैंने black roasted codfish को recommend किया, यह evening का सबसे अच्छा dish था।",2,"['black roasted codfish', 'dish']","['positive', 'positive']"
35759841#1360876#3,अपना time और money बर्बाद मत करो।,0,[],[]
32894267#698671#3,"यह अच्छा है लेकिन, लेकिन movie book जितना अच्छा नहीं है, यह एक same analogy है।",0,[],[]
11624981#549489#9,यह बहुत warm experiance था।,0,[],[]
35084984#412657#0,मैं brunch के लिए Common Stock में गया और मैं बहुत impressed हुआ था।,1,['brunch'],['neutral']
33069925#747092#0,"अब nikki suchi बुलायी गयी, sushi ठीक है।",1,['sushi'],['neutral']
32938828#1194079#0,एक place जो कि यह 24 hours (अधिकतर यह downtown Brooklyn में) find करना अच्छा है।,0,[],[]
32935729#785247#11,साधारण स्वस्थवरधक unglamorous food सस्ता है।,1,['food'],['positive']
35869867#649564#0,"यह एक बहुत ही fantastic dining experience, जो मैंने उसी week में वापस किया।",1,['dining experience'],['positive']
11359613#884374#6,"उचित होने के साथ, food फिर भी अच्छा है और service quick है और attentive है जबकि यह usually बहुत busy है।",2,"['food', 'service']","['positive', 'positive']"
11558693#1436895#5,मैंने Chicken Teriyaki और मेरे husband ने Garlic Shrimp की पेशकश की।,2,"['Chicken Teriyaki', 'Garlic Shrimp']","['neutral', 'neutral']"
11558693#1436895#0,मैंने एक mall food court में बेहतर Japanese food खाया।,1,['Japanese food'],['negative']
32894966#1727613#10,Staff members बहुत अधिक friendly और जबकि मेरा एक drink replaced कर दिया जब मैंने इसे बाहर गिरा दिया।,2,"['Staff members', 'drink']","['positive', 'neutral']"
11359717#1138929#0,Cool atmosphere लेकिन एक कितना let down था।,1,['atmosphere'],['positive']
32938222#1552119#3,"Sashimi portion अधिकतर लोगों के लिए काफी बड़ा था, लेकिन मुझे ऐसे fact पसंद नहीं जो वे artifical lobster meat का उपयोग करते हैं।",2,"['Sashimi portion', 'artifical lobster meat']","['positive', 'negative']"
